apple,microsoft,amazon com,tesla,alphabet,alphabet,berkshire hathaway,johnson & johnson,unitedhealth,nvidia,meta platforms,procter & gamble,jpmorgan chase &,exxon mobil,visa,home depot,chevron,mastercard,abbvie,pfizer,bank of,coca cola,costco wholesale,eli lilly,pepsico,broadcom,walmart,cisco systems,merck &,walt disney,verizon communications,abbott laboratories,thermo fisher scientific,comcast,accenture,adobe,mcdonalds,intel corporation,wells fargo,bristol myers squibb,philip morris,danaher,salesforce,texas instrument,qualcomm,union pacific,nike,raytheon technologies,nextera,medtronic,amgen,advanced micro devices,at&t,lowes companies,cvs health,united parcel service,s&p global,honeywell,anthem,prologis,international business machines,conocophillips,oracle,american tower,caterpillar,target,intuit,american express,morgan stanley,lockheed martin,deere,charles schwab,goldman sachs,altria,citigroup,paypal holdings,applied material,automatic data processing,blackrock,servicenow,boeing,mondelez,booking holdings,general electric,starbucks,chubb ltd,duke,stryker,intuitive surgical,netflix,marsh & mclennan,zoetis,3m,cigna,crown castle,analog devices,southern,gilead sciences,cme,blackstone,csx,micron technology,t mobile us,tjx,becton dickinson,pnc financial services,edwards lifesciences,waste management,regeneron,vertex,aon,us bancorp,dominion,truist financial,colgate palmolive,equinix,sherwin williams,eog resources,northrop grumman,lam research,intercontinental exchange,progressive,illinois tool,norfolk southern,boston scientific,public storage,activision blizzard,freeport mcmoran,general dynamics,charter communications,estee lauder,fidelity national information serv,newmont,ford motor,fiserv,dollar general,eaton,palo alto networks,humana,schlumberger,capital one financial,emerson electric,hca healthcare,sempra,marathon petroleum,general motors,air products and chemicals,moodys,uber technologies,archer daniels midland,dow,american electric power,moderna,roper technologies,pioneer natural resource,fedex,marvell technology,marriott,block,oreilly automotive,american,kla,mckesson,centene,exelon,l3harris technologies,kimberly clark,metlife,occidental petroleum,autozone,sysco,nxp semiconductors,illumina,warner bros. discovery inc series,cognizant technology solutions,general mills,valero,synopsys,nucor,johnson controls,ecolab,digital realty,prudential financial,travelers companies,cadence design systems,welltower,paychex,williams,hilton worldwide holdings,corteva,autodesk,dexcom,fortinet,realty income,kroger,chipotle mexican grill,simon property,crowdstrike holdings,lululemon athletica,amphenol,xcel,iqvia holdings,hp,aflac,workday,constellation brands,idexx laboratories,twitter,phillips 66,devon,dollar tree,sba communications reit corp class,global payments,allstate,public service enterprise,motorola solutions,snowflake,ross stores,kinder morgan,agilent technologies,arthur j gallagher,microchip technology,baxter,parker hannifin,cintas,electronic arts,carrier global,dupont de nemours,msci,consolidated edison,avalonbay communities,atlassian,yum brands,trane technologies,ebay,equity residential,verisk analytics,hershey foods,wec,monster beverage,transdigm,walgreen boots alliance,bank of new york mellon,alexandria real estate equities,fastenal,cheniere,discover financial services,resmed,halliburton,weyerhaeuser,international flavors & fragrances,eversource,datadog,otis worldwide,biogen,m&t bank,t rowe price,willis towers watson,ameriprise finance,ppg industries,kraft heinz,oneok,svb financial,rockwell automation,ametek,paccar,mettler toledo,american water works,align technology,hess,kkr and,republic services,old dominion freight line,aptiv,cummins,arista networks,cerner,cbre,first republic bank,lyondellbasell industries nv class,corning,tyson foods,delta air lines,extra space storage,southwest airlines,expedia,trade desk,edison,zimmer biomet holdings,keysight technologies,dte,keurig dr pepper,ball,fifth third bancorp,invitation homes,veeva systems,mccormick & co non voting,church and dwight,equifax
172.79,300.47,3130.21,922.43,2732.17,2728.51,316.2,167.31,478.23,264.95,221.0,156.82,154.72,77.99,227.82,353.26,134.26,381.54,144.76,49.79,47.79,60.91,513.92,243.84,165.96,602.77,134.37,54.27,77.81,154.72,53.36,123.98,556.67,48.05,329.41,479.5,253.81,48.44,58.38,67.77,109.67,269.07,214.25,166.17,173.0,249.32,145.58,94.04,75.09,103.91,223.94,121.47,18.37,228.1,102.97,217.26,385.37,189.53,449.89,145.62,129.94,89.68,79.77,233.39,203.41,207.18,527.78,197.98,103.43,382.22,393.4,89.64,363.94,50.32,67.0,115.46,139.84,204.02,781.19,591.66,217.73,65.87,2635.16,100.92,94.51,203.65,99.3,258.72,289.31,407.46,153.54,197.76,157.34,228.41,165.6,162.04,65.02,61.33,238.84,124.95,34.55,96.0,127.03,68.89,271.15,207.19,110.93,142.68,630.15,233.41,284.52,58.61,78.17,64.8,78.58,673.38,271.57,110.9,384.77,593.82,125.22,105.78,219.74,275.13,44.01,351.59,81.52,43.67,212.77,609.45,307.53,102.85,63.28,18.08,97.07,199.15,155.53,526.4,422.1,40.09,158.89,94.88,242.39,134.6,78.41,49.67,247.83,329.82,37.09,76.8,61.86,85.44,151.12,441.95,219.18,230.4,74.17,181.2,115.21,674.76,60.38,387.5,273.9,84.08,41.74,217.04,131.5,71.57,39.85,1933.9,84.35,196.62,342.12,30.51,89.06,67.0,88.53,306.15,121.58,67.7,183.25,136.53,118.0,171.6,146.07,81.16,120.11,29.86,158.0,50.89,233.38,417.51,322.42,67.05,46.41,1566.99,141.32,189.3,318.15,76.8,66.12,228.64,37.37,64.56,235.46,219.55,510.87,36.98,88.42,51.42,137.79,309.06,143.94,124.21,64.43,222.89,300.0,96.19,17.01,135.91,155.39,74.98,85.59,306.34,377.75,134.5,45.75,81.67,546.38,81.36,239.96,330.33,123.0,154.0,59.93,86.32,194.27,202.88,88.9,82.78,656.21,48.3,62.23,185.18,52.17,113.99,127.53,235.25,32.52,41.83,135.26,82.17,168.99,78.79,217.37,183.93,146.58,222.16,308.49,151.64,34.68,62.43,645.23,272.3,131.41,94.32,1429.76,146.77,528.24,93.19,62.5,118.46,297.61,143.61,222.38,129.94,92.03,99.98,173.42,101.84,42.09,93.96,44.49,192.18,47.3,211.93,80.52,59.84,122.14,169.77,116.31,37.93,91.84,49.38,41.35,229.91,100.12,96.68,221.73
172.55,299.5,3162.01,923.39,2754.76,2749.75,315.65,167.21,480.05,265.11,216.54,158.01,155.0,78.35,228.82,350.09,134.3,382.93,145.87,49.68,47.68,60.9,512.4,245.58,166.3,597.21,133.53,54.25,77.22,156.35,53.4,123.68,550.35,48.09,333.72,477.7,253.09,48.23,58.14,67.6,111.57,267.69,211.74,168.24,172.6,253.81,146.49,94.75,75.23,103.15,222.66,117.69,18.07,227.01,103.94,215.31,386.55,189.06,458.58,144.38,129.18,90.21,79.19,232.33,203.64,207.81,528.15,198.38,101.15,386.9,390.56,89.33,360.05,50.61,66.95,110.54,140.96,204.24,783.42,590.89,218.93,65.71,2703.26,101.41,95.18,204.91,99.51,259.59,291.14,398.08,153.94,195.09,155.63,229.0,164.67,168.34,64.87,61.9,238.92,126.78,35.17,96.06,127.46,67.1,271.13,208.59,110.66,142.57,630.9,235.77,285.05,58.6,78.67,64.71,78.34,673.58,272.63,111.77,393.66,591.47,125.72,106.08,220.08,276.76,44.19,351.72,81.46,44.25,214.41,609.46,308.65,100.43,64.28,18.01,96.81,197.35,157.03,526.41,428.77,41.69,158.86,95.87,251.99,135.23,78.06,50.43,245.34,330.62,36.58,76.9,62.08,85.41,151.81,445.0,222.48,229.01,72.1,183.26,109.0,678.44,60.34,385.65,275.82,84.22,42.0,221.62,131.02,71.53,39.65,1927.47,85.57,199.66,333.86,29.38,89.42,66.76,88.04,306.79,122.66,67.49,182.81,134.6,118.16,172.27,145.85,83.89,120.02,30.01,156.34,51.46,233.74,413.63,320.36,67.44,44.57,1575.43,143.86,183.28,320.04,76.95,65.94,232.18,37.89,64.52,228.31,220.91,508.01,36.24,88.3,53.85,136.76,303.83,144.29,123.48,64.79,221.0,304.7,95.7,17.13,135.15,156.21,75.5,85.13,310.23,378.57,133.29,45.65,82.12,543.6,81.08,239.87,318.71,123.35,152.63,57.65,86.23,194.07,202.65,89.12,83.22,667.97,47.88,62.5,187.09,52.34,114.89,126.82,237.57,33.57,41.86,137.48,81.65,173.92,78.87,214.55,186.1,146.15,225.79,312.11,151.87,36.62,62.65,654.14,273.01,131.8,94.98,1462.2,146.29,526.38,94.26,62.2,117.55,297.27,146.26,223.31,132.44,91.92,101.65,175.13,103.15,42.39,94.45,44.41,190.76,47.42,213.8,80.91,59.92,122.5,170.13,116.49,37.92,92.04,49.51,40.45,229.36,98.39,96.03,221.73
168.88,290.73,3093.05,876.35,2650.78,2646.17,313.55,166.19,470.34,245.07,207.71,159.82,151.43,78.23,224.61,347.94,133.61,373.7,144.97,48.9,46.07,62.12,515.01,240.97,166.75,579.0,138.88,55.77,76.36,152.95,53.58,120.58,540.54,46.77,322.91,457.71,250.93,47.57,56.15,67.39,111.9,269.27,200.03,164.65,166.8,250.99,142.8,94.36,75.38,101.7,221.68,112.37,17.93,223.79,102.3,210.71,381.49,184.59,451.34,143.28,124.97,91.16,75.53,228.67,194.74,204.0,496.18,195.71,96.15,388.77,380.53,86.02,349.06,51.37,64.71,105.2,136.47,200.46,762.5,565.75,213.58,66.06,2623.95,98.46,93.05,203.63,98.73,251.58,284.08,386.67,151.15,193.07,148.64,227.11,163.37,160.43,64.79,61.29,238.85,122.63,35.1,93.73,124.55,65.17,266.15,201.3,106.88,143.06,626.72,232.77,281.04,57.13,79.14,62.55,79.15,691.61,267.22,112.6,398.11,580.61,123.25,105.23,217.16,273.23,42.83,346.06,80.97,43.21,214.4,597.83,304.29,97.57,67.75,17.54,94.33,197.12,152.4,499.14,424.71,41.11,154.36,93.19,250.8,135.39,76.96,48.82,240.61,323.14,35.71,76.65,61.17,85.49,146.36,438.19,230.13,224.37,67.55,178.17,104.02,674.94,61.38,366.05,273.35,82.81,41.75,221.0,131.63,69.81,39.86,1893.11,84.26,187.61,317.84,29.87,85.92,67.79,87.04,293.31,120.94,65.82,178.38,137.76,114.25,170.59,138.22,82.14,116.35,29.69,153.04,51.27,223.39,387.25,310.54,67.12,45.23,1509.86,143.67,169.85,310.03,75.48,66.1,226.36,36.42,63.2,216.71,218.87,493.35,35.43,87.04,55.25,135.75,295.98,137.81,122.64,64.73,215.91,286.28,91.75,16.76,130.25,153.5,71.17,82.8,303.02,370.64,130.4,44.58,79.73,531.48,81.45,236.14,304.0,123.48,151.43,55.76,84.93,190.3,202.03,89.39,82.14,657.8,46.81,57.35,186.01,51.28,115.88,123.08,234.24,32.97,39.17,135.7,82.28,165.81,76.22,210.6,182.66,143.42,223.17,299.4,149.05,37.79,62.6,620.8,266.46,128.32,93.64,1417.12,148.06,501.76,94.2,58.41,116.73,289.74,143.13,218.69,129.23,91.71,99.8,172.62,100.95,41.36,93.21,43.31,188.73,46.38,209.31,79.41,60.25,119.97,165.5,118.55,37.92,90.92,48.19,39.28,219.29,98.08,96.95,212.0
167.3,287.93,3052.03,856.98,2608.06,2609.35,314.8,163.36,467.81,236.42,206.16,159.9,152.14,77.36,222.69,346.87,133.42,369.95,144.03,48.53,45.96,62.54,512.67,240.31,167.71,579.99,137.99,57.21,76.37,151.36,53.83,116.79,537.14,46.64,321.18,442.56,250.6,45.04,55.63,67.55,111.61,266.93,196.84,166.74,167.64,251.19,142.95,93.37,74.15,100.58,220.77,113.83,18.02,222.69,102.13,209.36,378.67,182.13,446.24,142.55,124.35,89.63,74.57,228.44,191.95,204.39,481.2,194.88,95.42,386.46,369.1,85.61,346.04,51.74,64.14,103.65,133.35,200.45,756.02,556.01,209.03,66.0,2616.41,92.69,93.34,204.71,99.81,248.14,280.78,391.29,152.19,191.32,147.62,228.65,162.34,160.36,63.77,61.05,236.62,123.86,34.66,90.8,123.98,66.15,264.04,201.17,105.62,142.33,615.13,229.61,283.8,57.1,79.15,62.32,79.55,692.94,268.07,111.62,391.25,569.99,122.87,106.41,215.81,270.22,42.55,343.56,81.05,43.02,215.82,596.83,302.99,95.64,67.67,18.04,94.13,199.97,153.36,482.17,421.75,40.21,153.96,92.77,244.1,135.51,77.02,48.6,241.97,323.58,34.68,76.39,60.59,85.71,145.74,440.33,233.38,222.23,67.34,174.92,97.72,676.96,61.73,358.3,270.81,82.06,41.63,217.62,133.15,69.55,39.56,1920.01,83.55,187.09,311.97,29.86,86.36,68.15,86.72,287.63,122.93,65.37,178.64,135.2,114.07,170.63,134.95,82.86,115.84,29.62,150.41,50.7,216.84,381.24,304.85,66.63,45.59,1523.32,140.95,164.93,308.66,76.23,66.0,228.27,36.2,63.17,214.47,215.85,489.45,34.32,85.07,54.78,142.84,290.82,136.62,125.89,64.68,217.81,273.77,93.47,16.6,132.05,154.28,71.78,82.35,300.03,371.57,129.33,44.08,78.77,527.0,84.61,235.09,298.07,125.8,152.33,55.46,84.36,189.3,202.59,90.0,81.27,648.96,46.61,56.38,185.61,51.2,116.02,123.81,231.73,32.26,39.18,134.79,82.82,159.02,76.35,209.79,182.35,143.47,225.61,300.56,149.64,38.46,61.81,613.13,264.59,128.22,93.81,1408.46,148.26,498.65,93.87,59.14,117.54,287.96,141.15,218.05,125.92,91.45,99.69,168.59,99.84,41.7,92.27,42.84,187.48,45.98,209.17,78.05,59.94,121.02,160.59,119.35,38.48,90.61,48.23,38.62,217.9,97.79,98.78,213.04
164.32,287.72,3003.95,821.53,2596.27,2588.05,314.16,161.14,462.51,233.9,202.08,157.93,151.87,76.46,221.32,316.17,132.4,368.29,145.56,47.53,45.56,62.28,502.18,239.13,168.35,577.46,136.45,56.3,75.95,148.09,53.9,117.51,529.89,46.94,321.11,438.4,252.7,44.69,55.28,67.45,108.59,266.18,195.13,166.69,165.89,246.27,138.19,93.54,73.78,103.72,221.41,115.65,17.93,214.59,101.92,208.97,380.25,182.56,444.01,142.37,123.92,87.83,74.12,228.37,191.21,196.35,483.25,192.44,94.75,386.2,353.78,84.57,344.27,51.28,63.89,103.17,130.26,199.9,745.48,550.15,198.74,66.47,2518.22,94.15,93.11,203.09,99.45,250.21,284.0,377.38,151.14,190.1,146.75,227.73,163.15,160.88,64.29,60.98,238.37,121.62,34.24,90.57,123.51,65.25,264.16,203.08,105.94,141.53,602.89,230.21,285.29,57.8,79.37,62.18,78.85,680.77,261.58,109.53,390.73,559.72,123.12,106.25,214.91,258.35,42.98,342.38,81.23,42.36,216.82,595.5,295.68,95.41,67.17,17.29,93.52,191.94,151.76,475.51,420.57,39.55,152.93,92.74,244.33,135.51,75.63,46.77,238.11,323.05,33.68,76.71,60.3,85.99,144.97,439.21,223.2,217.79,66.7,173.12,93.91,652.21,61.61,355.74,269.0,81.33,41.65,218.96,132.85,68.96,38.32,1850.9,84.24,187.24,319.86,28.28,85.27,67.34,85.84,289.47,118.71,65.22,176.71,136.0,112.76,171.08,135.21,82.96,115.59,29.51,147.16,50.67,215.65,390.96,297.4,66.04,45.04,1480.06,138.05,166.71,304.58,74.94,65.94,226.46,35.19,62.77,218.09,216.94,488.64,32.93,84.1,52.67,139.79,297.08,136.02,125.09,64.68,213.08,267.78,92.24,16.54,130.49,153.73,71.79,84.46,295.31,370.0,127.09,45.29,77.96,521.31,84.75,236.25,295.7,124.07,150.74,55.15,84.66,186.44,202.03,89.79,81.65,646.1,45.79,55.64,187.58,51.05,115.72,122.01,233.27,31.46,38.48,133.74,82.41,158.94,76.3,209.81,182.59,142.21,223.2,297.4,146.67,40.4,60.16,607.78,263.93,127.44,93.61,1416.75,147.83,494.11,93.87,58.03,117.16,286.6,137.52,214.09,121.83,91.83,99.17,171.58,99.56,41.12,92.44,41.89,185.28,45.62,204.68,74.8,60.08,122.97,158.59,118.33,38.57,90.04,48.33,38.8,217.27,96.97,96.72,212.24
160.07,280.27,2896.54,764.04,2551.76,2551.7,309.99,161.22,459.62,223.87,198.45,155.96,148.69,76.77,215.95,308.45,135.55,361.23,146.76,46.87,44.78,61.59,495.26,238.31,166.69,565.19,135.05,54.44,75.84,145.87,53.41,117.25,528.58,45.13,313.16,429.45,247.79,44.65,53.95,67.93,108.59,262.39,190.54,165.64,161.62,244.82,136.83,92.24,72.32,103.03,221.0,109.76,17.74,215.09,102.24,204.48,373.37,178.96,442.53,140.76,122.07,88.23,72.47,227.45,186.67,189.9,467.0,188.95,93.55,388.9,337.52,82.55,341.19,51.95,63.22,100.72,127.86,196.29,732.49,524.7,196.42,66.28,2469.83,92.65,89.65,201.41,97.67,253.62,276.5,367.46,148.74,187.06,144.38,225.09,159.93,156.49,62.84,61.35,235.56,120.83,33.4,87.31,121.44,62.5,268.66,199.01,105.33,140.6,608.98,230.69,280.25,56.65,77.64,60.6,78.64,674.13,259.4,110.33,386.08,542.39,123.69,104.62,213.49,253.66,43.71,353.45,80.71,42.46,216.27,570.6,290.93,92.25,68.25,16.95,92.6,188.34,149.31,477.61,413.76,39.74,149.47,90.91,241.78,133.64,75.72,46.38,234.67,318.89,32.39,75.24,59.97,84.64,135.73,429.17,225.27,214.84,64.82,167.97,88.72,631.75,61.54,343.78,268.3,81.35,40.97,216.29,131.94,68.05,38.69,1794.28,84.09,185.15,315.28,28.21,84.65,67.11,86.35,285.53,117.98,63.83,173.06,132.23,110.89,170.14,140.88,80.89,113.61,30.12,143.37,50.42,209.02,376.31,284.51,65.25,44.53,1428.89,134.07,161.83,295.24,73.67,64.93,223.08,34.54,61.59,213.01,212.48,474.68,32.76,83.98,53.55,136.2,291.35,133.52,123.28,63.57,207.64,252.63,88.02,16.77,126.0,151.68,70.3,85.74,289.92,363.91,126.72,43.84,75.05,509.4,84.4,234.38,281.02,121.59,148.97,54.59,83.73,177.62,202.57,88.34,79.41,627.12,45.46,53.35,185.75,49.62,118.92,120.02,233.23,31.68,37.28,133.39,79.7,149.44,74.69,209.08,180.81,139.69,216.82,291.56,140.61,40.1,60.78,585.28,257.2,124.77,91.28,1380.65,146.73,482.66,93.94,57.99,115.96,282.48,133.25,205.83,118.17,93.13,96.05,161.87,98.46,40.23,91.99,40.19,186.61,44.01,198.63,74.12,59.02,122.58,153.35,117.26,38.06,88.56,47.17,37.42,209.28,96.61,96.3,208.16
162.74,294.59,3027.16,800.77,2653.82,2653.47,308.28,158.14,455.89,237.48,207.6,151.76,144.55,75.8,217.3,313.24,134.85,369.38,145.27,45.96,43.6,60.51,505.58,243.08,163.79,580.0,134.53,54.73,73.51,149.4,52.59,118.72,540.17,46.01,316.17,463.82,245.03,46.72,52.71,67.1,102.79,271.56,204.29,169.59,167.98,242.09,137.17,94.25,75.44,103.33,219.27,116.61,17.53,213.41,100.77,207.19,381.68,182.34,441.81,143.33,121.97,87.73,74.81,231.75,184.69,191.55,497.13,188.35,91.81,395.71,342.76,82.27,340.19,49.57,60.67,105.02,133.42,200.22,731.79,573.95,198.43,64.65,2295.0,92.54,91.01,199.03,97.04,257.7,288.38,390.03,151.78,190.95,143.7,224.43,165.0,159.79,62.88,60.61,237.26,121.28,33.6,88.83,123.66,64.69,266.29,195.61,109.64,141.91,609.78,230.25,288.13,55.33,77.16,59.21,75.58,705.49,258.94,110.1,395.49,562.88,127.92,102.88,214.14,254.04,43.95,351.63,81.01,43.72,218.53,586.59,293.13,95.78,66.72,17.15,95.56,190.8,150.31,539.94,421.3,38.32,147.77,90.0,243.56,134.23,74.46,46.35,235.13,322.0,34.87,75.85,58.72,86.56,156.23,444.06,225.9,215.92,67.79,168.75,94.99,637.16,60.38,357.89,266.6,80.84,41.3,228.47,128.57,66.22,38.92,1794.77,84.96,191.42,323.91,27.73,86.08,65.56,83.84,307.8,120.9,63.81,175.94,134.34,108.95,166.5,149.04,82.02,115.79,29.96,146.09,50.05,218.18,408.72,316.45,65.74,44.44,1484.61,137.82,182.88,310.36,75.11,64.83,228.47,34.53,59.62,222.36,215.01,509.77,34.98,83.48,52.75,136.13,302.3,135.47,120.82,62.32,217.3,269.87,90.64,16.67,128.15,154.42,71.26,84.65,289.19,374.02,127.5,44.71,75.57,508.47,83.31,236.37,301.6,121.36,151.23,55.44,84.63,179.22,196.81,88.68,80.35,649.18,45.27,52.5,190.09,50.46,128.0,118.27,237.78,31.47,38.23,135.68,79.72,159.86,76.59,203.12,174.47,142.74,219.81,289.36,137.71,38.98,61.53,584.27,266.06,127.61,91.95,1412.37,148.6,509.15,95.26,58.76,117.47,294.65,134.22,203.27,120.86,93.11,93.84,166.09,94.46,40.51,90.33,40.33,189.74,44.34,193.74,82.82,59.16,123.48,158.5,117.74,36.65,87.85,45.76,37.26,224.15,94.12,95.06,215.92
164.85,297.31,3075.77,809.87,2689.19,2690.39,319.24,166.0,475.75,241.57,210.48,158.24,147.97,77.84,219.27,316.65,140.38,369.09,149.54,47.72,45.02,62.85,517.49,250.85,168.38,588.01,136.38,56.04,76.32,149.53,54.12,122.41,549.83,47.07,322.51,465.54,249.45,47.71,54.11,68.8,105.24,279.25,208.09,170.82,170.93,246.41,138.8,98.12,77.16,105.84,227.03,121.06,18.05,219.18,104.3,209.95,380.89,188.56,453.69,148.45,124.18,91.27,76.35,233.66,187.06,199.22,487.18,193.71,94.55,409.49,346.98,85.75,350.12,51.48,61.98,110.94,135.72,204.36,750.87,580.23,201.48,66.76,2281.46,96.37,92.58,207.02,100.22,265.79,293.51,390.8,155.5,194.71,150.51,232.84,167.58,162.12,65.04,61.12,239.41,128.78,34.31,90.1,125.46,66.78,272.72,202.67,113.03,145.16,618.66,230.3,292.95,57.34,79.69,62.97,78.14,715.74,267.27,107.28,409.67,573.2,128.47,107.24,218.43,260.43,45.1,362.7,81.44,46.34,227.98,601.16,300.33,96.94,67.9,17.83,98.05,198.99,154.12,569.75,432.66,39.45,153.59,92.82,253.29,141.44,76.54,47.43,240.38,323.7,34.98,78.9,59.65,89.46,151.33,448.42,229.28,220.72,68.75,174.37,119.82,654.71,63.16,357.65,275.38,83.52,42.6,233.51,131.81,68.56,38.74,1864.63,87.25,194.2,329.49,28.24,88.04,67.99,84.87,311.15,130.05,65.43,180.3,137.9,112.8,173.44,152.93,84.31,118.64,30.69,150.67,51.84,219.62,411.34,324.97,67.4,46.46,1497.0,139.7,181.75,317.58,76.85,67.23,233.99,34.45,61.95,225.23,217.04,522.45,35.29,84.69,55.2,140.69,306.87,137.59,124.17,64.87,222.6,269.42,92.73,17.07,133.73,159.3,72.15,86.26,297.99,377.32,128.71,45.23,78.07,513.21,85.94,244.05,305.03,123.72,154.73,54.6,87.26,179.54,204.32,90.85,84.57,662.45,46.2,54.37,193.68,51.28,129.25,124.01,245.39,32.53,39.2,139.56,81.81,161.41,78.51,207.38,183.03,145.26,223.63,302.77,141.09,39.73,64.0,623.16,269.28,129.87,91.71,1447.52,152.69,512.56,97.52,61.01,120.89,303.81,136.0,203.85,123.5,93.41,98.63,171.36,98.0,41.1,93.37,41.54,194.18,45.14,199.93,83.63,62.35,126.7,159.98,121.95,38.3,90.87,48.09,39.04,225.95,96.21,98.7,218.56
165.12,298.79,3071.26,870.43,2701.14,2697.82,321.45,164.57,475.87,243.85,211.03,155.89,141.8,78.42,216.12,315.83,144.0,360.82,147.77,46.94,44.2,62.24,519.25,249.95,163.74,587.44,135.16,55.77,76.58,148.46,53.67,120.62,544.0,46.76,316.02,467.68,244.77,47.7,53.37,68.67,101.07,274.41,210.53,169.99,171.99,245.95,136.55,102.7,78.27,104.99,226.48,123.34,17.88,221.06,103.65,210.42,375.7,189.75,451.85,145.85,122.51,94.86,75.97,226.87,187.58,199.77,474.37,194.54,90.74,433.8,360.02,84.46,341.29,51.29,59.23,111.93,134.2,204.44,743.89,579.92,205.34,65.48,2172.25,95.51,91.79,203.64,100.41,263.35,290.33,394.52,155.41,193.65,148.65,237.78,166.59,160.29,64.77,60.4,236.53,127.47,33.91,88.86,123.21,66.1,271.28,199.25,112.37,144.4,618.36,230.02,292.14,56.54,79.53,62.22,76.95,709.73,263.13,114.92,442.14,561.35,128.12,105.93,216.34,256.52,44.17,355.02,81.5,46.95,234.45,601.78,296.33,95.23,66.2,17.56,97.67,198.34,154.29,594.25,434.32,39.24,153.27,92.92,250.31,144.22,77.87,46.72,236.3,322.03,36.03,78.45,58.96,90.65,153.6,448.22,239.6,222.27,68.33,170.14,127.5,649.24,61.24,348.5,274.96,82.62,42.56,252.31,130.15,67.55,43.73,1863.39,87.1,190.12,326.6,28.05,86.13,67.43,83.51,312.39,131.62,64.96,176.26,134.92,111.66,171.83,151.43,83.29,119.06,31.28,148.86,52.03,220.23,413.91,344.52,66.09,46.8,1523.35,137.56,195.21,319.94,76.01,67.33,230.12,34.36,61.09,229.05,215.62,532.35,35.55,84.24,59.55,142.08,303.39,133.38,122.36,64.83,220.43,265.66,91.39,17.4,130.36,158.19,70.33,84.97,296.39,375.32,130.09,44.88,77.37,501.69,85.77,238.59,305.72,122.58,153.93,54.59,85.3,177.34,202.26,90.88,84.4,666.59,46.09,53.15,189.4,51.46,132.9,123.44,246.75,33.53,38.88,133.0,81.8,161.11,78.33,211.01,182.23,144.56,222.3,299.79,133.45,39.22,65.3,606.0,266.58,129.79,91.81,1408.74,151.09,511.46,101.06,60.12,120.28,314.03,129.44,204.12,122.73,93.25,96.85,173.26,97.23,40.4,92.66,39.92,188.15,43.8,196.11,85.32,63.42,127.19,157.37,121.59,38.67,89.74,47.84,37.8,229.05,95.17,97.85,218.34
163.2,294.95,3022.84,864.37,2681.23,2683.36,316.84,164.0,476.25,234.77,203.49,153.31,136.45,79.17,208.97,320.25,149.72,344.48,147.69,45.75,42.47,61.97,522.93,249.5,162.27,570.12,135.99,54.62,76.34,145.7,53.61,118.17,543.07,46.39,311.35,466.68,239.63,46.82,50.29,68.63,101.44,272.03,208.89,167.29,163.69,242.43,132.22,102.73,77.44,103.66,225.21,113.83,17.76,221.5,102.05,205.58,390.58,183.6,451.5,145.76,121.35,96.96,76.01,228.55,182.83,219.43,468.58,178.06,87.63,456.61,358.65,77.86,328.2,51.57,58.59,106.51,129.61,202.31,714.81,571.07,194.91,64.34,2072.0,92.33,90.14,199.54,99.83,262.62,291.55,386.24,153.74,192.54,144.75,237.1,168.01,156.95,64.1,60.26,233.45,123.76,33.34,86.26,123.13,63.9,271.39,187.19,111.61,146.58,607.03,230.69,289.84,53.86,79.29,58.15,76.04,710.8,255.53,116.41,456.1,540.57,127.75,103.24,210.86,255.07,43.36,358.98,80.88,47.91,233.32,594.74,285.59,93.67,69.01,16.7,97.06,201.05,146.45,576.75,431.0,37.67,140.68,89.51,252.42,145.17,75.01,44.52,230.53,322.35,33.89,77.99,57.13,90.21,149.52,446.26,240.47,214.91,64.95,164.91,126.06,656.52,57.89,336.79,271.75,83.15,42.23,255.08,128.67,64.44,46.79,1817.06,86.15,181.18,330.25,28.11,85.8,66.82,80.63,307.71,131.0,62.58,170.51,134.12,105.78,167.82,150.53,82.34,117.55,31.67,142.17,50.37,214.0,408.41,337.83,65.82,48.35,1487.95,134.6,197.64,315.18,74.12,66.51,227.83,34.07,58.48,240.33,213.65,535.14,35.56,82.17,59.25,139.71,316.69,128.92,119.86,64.46,216.21,263.19,89.55,17.59,131.93,156.1,67.9,84.14,287.62,372.15,128.15,43.72,75.62,500.38,85.38,234.18,307.27,120.02,152.06,54.35,83.63,179.36,204.86,89.31,83.23,654.83,45.01,50.58,187.81,51.56,129.22,113.89,251.15,32.11,38.62,128.41,80.44,159.97,77.65,210.34,169.85,139.56,218.93,279.07,126.5,38.68,63.82,557.88,262.12,127.39,89.29,1393.34,151.02,500.97,101.4,57.75,121.22,310.12,118.05,196.07,117.88,93.3,95.54,164.28,93.42,38.57,93.83,37.64,191.38,41.95,187.85,82.08,63.65,124.14,153.29,120.0,38.16,86.84,44.46,37.45,232.05,96.25,96.89,219.04
