Date,apple,microsoft,amazon com,tesla,alphabet,alphabet,berkshire hathaway,unitedhealth,johnson & johnson,nvidia,meta platforms,procter & gamble,jpmorgan chase &,exxon mobil,visa,home depot,chevron,mastercard,abbvie,pfizer,bank of,coca cola,costco wholesale,pepsico,broadcom,eli lilly,walmart,thermo fisher scientific,verizon communications,cisco systems,walt disney,merck &,abbott laboratories,comcast,accenture,adobe,intel corporation,mcdonalds,wells fargo,danaher,bristol myers squibb,salesforce,texas instrument,nike,philip morris,union pacific,raytheon technologies,qualcomm,nextera,medtronic,advanced micro devices,amgen,at&t,united parcel service,cvs health,lowes companies,s&p global,honeywell,conocophillips,prologis,international business machines,oracle,anthem,american tower,intuit,caterpillar,target,deere,morgan stanley,american express,lockheed martin,charles schwab,goldman sachs,citigroup,altria,paypal holdings,applied material,general electric,blackrock,boeing,servicenow,automatic data processing,netflix,booking holdings,mondelez,starbucks,intuitive surgical,chubb ltd,duke,marsh & mclennan,stryker,zoetis,3m,crown castle,cigna,analog devices,southern,cme,gilead sciences,blackstone,micron technology,csx,t mobile us,tjx,pnc financial services,edwards lifesciences,becton dickinson,regeneron,aon,vertex,us bancorp,dominion,truist financial,colgate palmolive,eog resources,equinix,waste management,northrop grumman,intercontinental exchange,lam research,illinois tool,progressive,boston scientific,norfolk southern,charter communications,freeport mcmoran,fidelity national information serv,public storage,activision blizzard,estee lauder,newmont,general dynamics,ford motor,sherwin williams,dollar general,schlumberger,fiserv,eaton,humana,emerson electric,capital one financial,palo alto networks,general motors,sempra,air products and chemicals,marathon petroleum,moodys,hca healthcare,archer daniels midland,pioneer natural resource,dow,fedex,american electric power,american,uber technologies,marvell technology,block,marriott,kla,centene,metlife,l3harris technologies,occidental petroleum,mckesson,moderna,roper technologies,exelon,oreilly automotive,illumina,kimberly clark,warner bros. discovery inc series,sysco,nxp semiconductors,autozone,johnson controls,prudential financial,nucor,general mills,ecolab,cognizant technology solutions,iqvia holdings,synopsys,dexcom,williams,digital realty,valero,paychex,corteva,travelers companies,hilton worldwide holdings,realty income,chipotle mexican grill,kroger,welltower,autodesk,lululemon athletica,crowdstrike holdings,aflac,simon property,cadence design systems,fortinet,amphenol,idexx laboratories,xcel,hp,workday,sba communications reit corp class,devon,constellation brands,phillips 66,global payments,twitter,dollar tree,public service enterprise,motorola solutions,allstate,kinder morgan,baxter,agilent technologies,arthur j gallagher,msci,ross stores,microchip technology,electronic arts,parker hannifin,carrier global,cintas,yum brands,snowflake,avalonbay communities,trane technologies,dupont de nemours,consolidated edison,atlassian,ebay,equity residential,halliburton,verisk analytics,hershey foods,wec,transdigm,alexandria real estate equities,bank of new york mellon,resmed,walgreen boots alliance,discover financial services,fastenal,monster beverage,international flavors & fragrances,cheniere,weyerhaeuser,eversource,ameriprise finance,ppg industries,otis worldwide,oneok,m&t bank,biogen,t rowe price,svb financial,datadog,kraft heinz,rockwell automation,willis towers watson,hess,american water works,paccar,mettler toledo,ametek,cummins,aptiv,kkr and,align technology,arista networks,first republic bank,cbre,delta air lines,lyondellbasell industries nv class,republic services,extra space storage,southwest airlines,ball,cerner,old dominion freight line,tyson foods,expedia,edison,keysight technologies,zimmer biomet holdings,dte,invitation homes,trade desk,fifth third bancorp,state street,veeva systems,keurig dr pepper,corning,west pharmaceutical services,mccormick & co non voting
2022-03-22,168.82,304.06,3297.78,993.98,2797.36,2805.55,349.93,505.32,175.0,265.24,216.65,151.88,142.62,81.84,218.47,329.73,164.09,349.53,160.01,53.04,44.18,60.8,559.42,164.34,611.34,285.02,143.8,587.36,51.0,56.17,140.11,79.3,121.89,47.22,327.47,466.45,48.39,238.12,53.39,293.9,70.82,218.21,182.35,133.09,93.65,265.86,101.38,157.61,82.85,108.97,114.78,236.47,17.52,218.42,107.23,228.47,414.28,195.03,101.77,158.67,129.06,81.8,471.54,239.67,475.99,222.71,222.77,427.55,94.22,191.33,440.59,92.2,343.01,57.5,53.31,117.87,135.48,94.9,746.87,191.04,588.66,215.21,382.92,2201.96,61.57,87.89,286.44,213.64,106.19,162.8,266.97,196.88,149.94,174.02,243.53,164.77,68.82,247.99,59.98,126.13,79.12,36.78,125.69,61.13,197.37,112.95,264.87,692.64,315.24,251.88,57.02,81.66,59.71,74.5,120.83,719.1,154.83,446.3,136.4,546.76,212.5,113.35,43.74,278.95,574.66,49.86,96.93,370.38,79.3,281.9,76.03,237.83,17.09,250.17,226.06,41.2,100.5,155.25,438.43,98.02,138.17,597.42,44.56,158.13,236.54,79.25,330.98,260.35,87.56,251.32,63.55,226.57,95.25,62.68,33.35,71.38,141.79,170.57,361.03,87.57,70.32,251.99,59.64,299.92,186.72,463.86,43.63,687.0,350.2,122.39,26.87,81.11,187.75,1946.82,65.64,119.0,144.0,62.68,176.35,93.12,228.93,325.22,464.71,32.12,138.42,93.59,127.45,56.48,182.7,151.42,67.45,1558.34,56.57,92.62,216.66,315.03,217.06,64.46,132.84,160.2,325.69,75.7,552.46,69.21,38.23,244.15,322.73,60.63,227.72,79.79,136.95,38.43,156.7,67.1,232.09,137.04,17.93,78.01,139.29,167.6,509.76,91.68,76.39,127.93,290.22,47.49,393.0,118.67,224.96,243.07,157.23,77.03,89.29,298.51,55.75,88.1,37.09,211.15,208.3,95.37,671.68,193.26,52.69,255.05,47.43,114.74,57.75,81.3,127.56,134.29,38.2,84.2,307.48,130.46,77.53,68.3,184.49,210.92,149.44,587.86,148.65,37.95,274.15,234.38,101.59,156.58,89.16,1399.59,134.62,209.67,118.3,60.15,457.03,136.02,170.53,91.58,36.98,104.58,129.52,195.74,43.06,94.19,93.65,322.92,86.78,191.7,65.94,158.86,120.48,125.71,40.39,67.75,47.41,90.33,200.08,37.83,38.34,413.47,96.78
2022-03-23,170.21,299.49,3268.16,999.11,2765.51,2770.07,348.16,503.23,174.34,256.34,213.46,150.82,139.78,83.13,214.68,317.05,165.86,342.18,158.42,52.19,43.09,60.4,554.02,163.48,599.38,284.19,141.95,571.31,50.97,54.48,137.64,79.73,116.92,46.52,320.5,422.9,48.27,236.12,51.12,286.05,71.38,211.11,179.08,133.0,91.25,267.68,101.23,152.87,82.57,106.16,113.92,234.18,17.52,214.58,106.2,220.92,405.71,192.34,104.37,157.23,128.3,80.39,462.17,234.0,461.44,222.17,216.72,431.52,92.38,186.02,445.25,89.75,335.61,56.35,53.22,114.65,131.42,93.7,736.46,186.04,567.96,212.57,374.49,2159.75,60.78,86.22,275.2,210.64,106.83,162.55,255.47,191.23,147.68,173.42,238.5,159.14,68.79,246.79,58.85,123.78,75.65,36.39,124.83,59.48,192.67,107.2,261.97,669.22,313.77,248.13,55.85,81.63,58.18,73.63,123.55,707.82,153.55,446.92,134.9,530.99,209.35,114.0,42.3,277.23,559.99,49.81,95.43,368.05,79.07,273.43,78.91,239.69,16.68,247.64,221.55,42.41,98.78,152.43,430.61,97.29,133.99,604.04,43.78,159.42,235.24,80.46,326.12,260.61,89.09,254.82,63.3,221.47,96.01,61.85,33.06,68.94,135.4,167.65,348.73,82.46,69.42,255.26,59.84,300.02,178.73,462.02,43.7,688.25,339.79,120.61,26.62,80.43,183.59,1972.28,64.76,116.94,147.14,64.23,173.74,90.96,220.31,316.44,449.31,32.71,136.65,95.52,125.38,57.41,181.62,148.41,66.9,1541.67,56.45,92.83,207.34,310.42,219.48,63.74,130.01,157.29,321.43,74.23,536.06,69.3,37.73,236.78,320.48,61.67,224.52,80.27,134.24,38.0,155.15,66.8,226.78,137.05,18.12,77.07,134.18,164.07,491.25,89.74,73.77,124.64,286.74,46.52,401.34,115.96,222.24,241.44,152.89,75.94,89.94,289.41,55.6,87.44,38.07,207.65,207.76,95.48,660.84,190.26,51.73,233.0,46.74,110.65,57.07,78.05,126.13,139.97,38.15,84.68,303.16,128.74,76.44,68.97,178.91,209.62,146.43,569.24,146.44,38.28,270.44,231.93,106.22,155.6,87.93,1359.31,132.55,208.03,117.94,58.98,437.06,133.15,164.63,89.33,36.22,104.19,129.48,193.56,42.87,91.41,93.59,314.69,85.73,186.94,66.6,156.35,120.74,126.96,39.66,66.64,45.68,87.48,197.26,36.87,37.55,403.14,96.14
2022-03-24,174.07,304.1,3272.99,1013.92,2831.44,2826.24,352.37,513.46,175.24,281.5,219.57,151.08,140.69,83.38,217.31,315.78,166.3,349.35,160.28,52.59,43.07,60.98,558.11,164.47,626.43,287.69,142.83,573.69,51.0,54.5,138.96,80.41,117.82,46.8,325.29,432.14,51.62,240.26,51.33,286.53,72.41,213.98,184.21,132.08,92.58,270.21,101.71,158.46,83.7,106.35,120.53,236.87,17.61,214.66,108.05,219.17,407.67,194.69,104.54,155.89,129.25,82.24,473.73,235.49,465.63,222.21,217.04,432.22,92.13,188.89,449.73,90.93,336.23,56.42,52.5,116.05,138.59,94.12,738.28,189.05,581.09,216.95,375.71,2261.99,60.85,87.12,281.08,213.19,107.47,164.17,263.01,189.57,148.98,175.31,242.1,164.96,69.3,244.93,59.14,125.7,78.21,36.68,125.69,60.07,193.25,109.46,263.09,679.76,317.37,251.7,56.05,82.3,58.79,73.65,121.01,711.63,155.04,454.57,135.09,556.22,210.69,114.1,42.87,279.55,559.32,51.45,96.41,373.12,79.62,276.68,78.23,241.0,16.83,249.93,220.9,42.64,98.7,153.2,437.42,97.77,135.07,622.16,44.35,158.86,242.41,81.39,329.5,260.6,90.43,251.26,64.09,225.12,96.44,63.16,34.7,73.76,135.06,171.98,365.89,84.71,70.19,256.88,57.75,303.95,179.68,461.45,44.47,700.24,343.05,120.09,27.12,81.53,191.08,2013.61,65.58,119.16,153.52,66.36,176.26,91.19,224.62,325.56,468.39,32.93,137.65,96.44,127.74,58.49,184.22,151.89,66.78,1565.94,56.75,94.66,213.05,317.74,223.4,64.49,130.13,162.12,335.71,75.42,540.39,69.88,38.53,241.23,325.41,61.54,226.46,81.12,134.93,38.82,156.85,67.54,231.04,138.75,18.3,77.68,136.41,166.27,495.73,90.42,77.68,125.57,289.14,46.17,410.41,119.7,227.57,243.2,154.73,76.3,91.41,294.13,57.23,88.1,37.68,208.24,211.24,96.61,675.7,191.87,52.04,241.37,47.02,111.9,57.35,78.56,127.98,141.57,38.07,85.42,311.72,129.51,77.42,70.43,179.69,213.01,148.77,576.91,152.21,38.63,275.0,234.69,106.51,158.15,88.95,1379.5,132.5,209.24,118.78,59.25,436.26,139.67,166.21,90.06,37.26,107.14,130.19,194.86,43.92,92.95,93.65,316.67,86.33,195.02,66.96,159.08,124.15,127.79,40.09,68.4,45.85,89.01,197.75,37.26,38.35,408.45,96.65
2022-03-25,174.72,303.68,3295.47,1010.64,2833.46,2830.43,358.76,513.03,176.92,276.92,221.82,152.83,141.92,85.2,218.43,310.68,169.31,349.02,161.33,52.78,43.73,61.53,555.71,165.24,628.87,289.02,143.45,574.29,51.28,54.97,139.14,81.34,118.95,47.13,327.71,431.62,51.83,241.58,52.56,287.53,73.28,211.03,184.9,133.7,93.45,273.38,102.43,157.97,83.94,108.46,119.67,238.79,17.99,215.35,108.56,212.92,413.47,197.79,107.5,157.33,131.35,81.73,480.76,240.69,459.35,223.36,218.61,436.45,92.38,190.28,453.66,91.36,337.49,56.74,53.62,113.76,137.06,94.02,741.04,188.95,561.87,219.04,373.85,2247.93,61.52,87.45,286.87,217.78,109.13,166.11,266.0,189.43,150.46,177.58,243.58,165.63,70.93,247.72,58.91,123.8,78.1,36.92,124.29,61.29,196.47,112.37,265.67,680.03,322.94,253.95,57.12,83.97,60.11,74.78,124.51,710.14,156.28,458.18,135.26,554.82,211.75,116.67,43.5,283.36,558.26,51.93,97.45,376.0,79.6,274.89,78.95,244.36,16.47,245.21,221.47,43.68,100.51,154.18,435.54,98.51,135.88,622.4,43.65,162.46,246.56,82.23,330.51,260.08,93.49,256.71,64.7,226.56,96.84,64.48,34.06,74.37,130.33,171.52,366.44,85.59,71.29,257.85,58.71,310.48,165.92,465.86,45.51,703.36,341.72,120.28,27.35,80.91,190.46,2027.29,66.24,120.86,157.62,67.39,177.59,91.51,224.76,318.91,480.97,33.88,138.23,97.25,128.71,59.79,187.75,151.5,67.95,1556.37,57.0,96.22,212.14,321.14,221.95,65.53,130.17,158.84,332.73,75.67,538.93,70.7,39.84,238.09,328.99,62.5,229.41,83.85,136.19,38.6,156.41,68.31,232.4,141.8,19.07,77.21,135.71,168.06,490.31,90.22,77.16,127.32,290.43,46.39,413.32,119.62,219.81,247.24,155.58,77.09,92.68,284.21,57.42,89.02,38.9,208.0,214.37,98.07,675.53,195.0,52.74,240.33,47.12,113.25,57.58,78.7,129.5,149.3,38.6,86.66,314.63,129.46,77.24,72.27,183.57,210.97,148.92,586.4,146.84,39.29,279.18,237.99,109.08,159.55,88.97,1388.39,133.56,209.66,118.24,58.66,430.44,138.4,166.74,90.24,37.91,107.69,131.5,197.56,44.38,94.23,93.62,313.76,86.93,192.16,68.79,160.11,125.28,129.85,40.47,65.45,46.76,90.53,195.88,37.58,38.37,405.24,97.92
2022-03-28,175.6,310.7,3379.81,1091.84,2829.11,2839.0,359.57,513.2,177.83,282.19,223.59,153.88,140.87,82.81,220.77,314.28,166.35,350.49,161.97,53.28,43.55,61.92,565.21,165.73,632.88,291.66,146.0,583.19,51.17,55.14,138.72,81.21,119.99,47.53,330.74,450.01,51.51,242.94,51.81,291.47,73.11,215.28,185.68,134.81,92.07,275.34,101.59,158.45,84.43,109.93,120.24,240.47,18.02,219.55,108.04,213.78,414.5,197.11,103.5,160.35,131.47,83.6,484.79,245.03,480.5,221.85,219.52,432.61,91.27,189.7,444.98,91.8,335.3,55.92,52.03,116.17,137.66,92.0,749.88,188.16,582.76,220.65,378.51,2276.82,61.57,88.38,294.95,217.16,110.04,169.22,270.12,189.37,149.47,180.83,243.66,167.26,71.0,244.58,59.18,124.53,79.86,37.53,126.49,62.0,194.71,114.13,268.14,693.4,326.22,255.72,56.71,84.24,59.56,75.39,120.86,730.92,158.16,446.8,135.18,557.31,214.31,116.88,44.27,284.62,565.25,50.27,97.65,383.36,80.01,277.62,78.14,240.89,16.67,250.58,226.3,41.73,100.74,154.21,435.05,98.22,133.25,625.25,44.22,163.12,248.31,81.97,335.76,264.41,92.35,253.0,64.11,230.05,97.61,63.73,34.77,74.31,138.12,171.56,375.35,85.24,71.28,249.45,56.64,308.49,173.08,472.26,46.02,686.55,347.08,122.43,25.58,80.94,189.42,2019.54,65.99,120.06,153.85,66.86,178.3,91.54,226.69,332.38,495.08,33.3,140.89,96.37,129.87,59.03,186.76,150.68,68.72,1575.11,57.0,96.26,215.41,331.78,222.12,65.28,131.75,162.47,338.53,75.81,539.54,71.24,38.75,244.23,333.89,60.45,229.37,82.29,135.51,39.12,158.76,68.52,235.12,140.6,18.75,78.92,135.42,170.33,507.81,91.56,77.45,128.04,286.68,46.89,423.24,121.19,235.89,249.99,156.78,76.34,93.05,302.31,58.78,90.08,37.32,211.6,214.65,98.55,668.62,196.7,52.51,242.48,47.19,111.28,58.46,80.02,130.36,140.15,38.54,87.03,311.1,129.55,78.01,71.04,179.39,211.68,150.27,576.15,149.35,39.39,280.24,240.85,107.42,161.42,89.3,1395.69,133.67,207.72,118.85,58.58,434.0,139.39,166.82,89.7,38.34,105.43,133.06,200.63,44.42,93.28,93.62,315.93,86.77,193.19,69.21,160.04,125.68,129.7,40.47,68.89,45.8,90.11,199.88,38.0,37.95,406.65,97.62
2022-03-29,178.96,315.41,3386.3,1099.57,2850.11,2865.0,355.12,510.73,177.74,286.56,229.86,155.46,141.18,82.37,228.12,317.71,164.32,367.55,162.18,52.74,43.44,62.16,569.98,168.19,641.47,288.39,147.23,592.87,51.25,55.67,142.38,81.57,120.19,47.78,340.69,466.33,52.25,248.17,51.6,295.84,73.23,221.29,191.01,139.14,93.63,273.61,101.08,161.07,84.62,112.38,123.23,241.54,18.11,222.45,104.68,219.57,417.45,197.54,100.69,164.7,131.94,84.29,491.03,250.55,485.36,221.04,222.93,412.92,91.84,190.94,437.15,91.22,339.66,56.47,51.68,121.18,141.44,94.65,773.24,193.8,597.75,224.95,391.82,2371.92,63.06,91.23,302.0,215.84,110.97,171.45,272.97,192.28,152.08,183.87,243.34,170.18,72.06,240.89,60.53,131.78,82.05,37.68,128.43,64.31,194.06,116.75,269.77,698.43,325.98,257.98,56.87,84.89,60.56,76.2,120.63,761.38,157.75,446.31,132.65,568.93,218.57,116.19,44.85,285.66,572.33,50.09,101.99,396.47,80.75,284.93,78.55,241.09,17.75,259.35,228.52,42.63,103.0,157.53,438.95,99.06,135.69,616.51,46.26,164.94,252.34,83.14,339.62,263.65,87.84,253.41,64.19,238.57,98.69,63.05,37.19,76.16,146.84,178.32,384.33,84.93,71.51,246.6,56.79,307.0,180.64,476.63,46.99,702.52,357.35,124.06,26.25,83.1,194.74,2077.73,67.12,120.86,150.5,67.66,182.7,92.73,233.59,341.0,515.29,33.44,144.71,96.68,132.53,58.03,183.81,155.31,70.62,1590.33,56.39,98.31,223.0,343.97,223.01,65.32,138.08,165.97,347.48,77.36,551.76,71.83,39.72,246.26,340.76,60.51,231.75,83.47,140.39,40.69,158.61,69.1,238.03,139.59,18.89,79.51,138.42,172.76,516.77,95.55,79.78,128.83,297.78,48.08,431.51,122.22,239.67,258.26,158.25,78.0,93.52,311.64,60.21,92.88,37.85,214.8,214.74,99.18,684.29,202.64,52.74,247.22,47.82,114.3,58.98,82.58,134.16,138.59,39.02,87.78,312.22,135.89,78.65,71.24,182.03,214.95,155.0,592.56,155.41,39.37,284.89,243.39,107.69,164.44,90.95,1423.28,135.97,212.38,126.14,61.78,452.94,140.8,169.34,93.35,39.52,104.87,133.63,209.3,45.33,90.89,93.59,320.15,88.82,195.41,69.73,165.07,129.58,130.59,41.48,73.33,46.14,91.97,215.17,38.29,38.32,414.12,96.9
2022-03-30,177.77,313.86,3326.02,1093.99,2838.77,2852.89,357.61,520.82,179.59,276.9,227.85,154.39,140.54,83.78,223.95,308.46,165.48,362.24,163.75,52.44,43.0,62.21,576.47,167.96,631.09,289.89,149.87,595.15,51.61,56.05,140.96,82.4,120.38,47.69,338.46,460.06,51.43,249.03,50.11,297.36,73.72,214.94,187.45,138.54,93.94,276.69,100.83,152.73,85.5,111.56,119.22,242.57,18.22,220.2,103.55,209.49,418.95,196.54,101.1,164.14,132.13,83.36,502.48,250.87,471.95,223.08,221.96,415.55,90.27,189.76,445.95,88.76,335.59,54.97,52.05,118.49,135.8,94.58,777.36,194.91,573.99,227.76,381.47,2327.99,62.75,91.03,304.44,217.5,111.48,171.84,269.14,191.32,151.43,184.56,245.83,166.48,72.5,241.8,59.66,127.23,79.16,37.8,128.61,62.0,190.73,117.09,269.59,692.38,326.39,256.52,55.18,85.43,58.74,76.36,121.09,753.81,159.45,453.33,134.35,548.56,214.66,117.17,44.7,289.15,570.12,50.78,101.02,396.16,80.36,279.16,79.96,244.32,17.27,253.01,227.47,42.21,102.14,155.46,439.39,98.98,134.47,615.75,45.22,167.62,253.16,85.35,338.32,254.96,89.3,257.93,64.26,235.25,99.42,63.49,36.58,73.01,140.1,176.45,373.82,86.36,71.63,251.81,57.48,307.02,174.92,478.32,47.23,696.53,352.04,123.85,25.7,82.99,187.33,2064.08,67.0,120.3,149.47,67.94,180.4,91.39,231.32,332.59,519.02,33.65,144.16,100.5,136.89,58.37,185.55,153.15,70.28,1574.09,56.37,97.86,221.0,376.92,224.96,65.5,134.79,163.31,341.93,76.71,548.68,72.32,38.84,241.56,342.98,60.56,233.08,87.44,137.52,39.0,160.32,69.94,240.78,140.39,19.09,79.38,135.46,173.8,510.28,92.61,76.39,127.68,291.65,47.57,432.01,120.84,231.63,251.95,158.59,76.54,94.73,302.64,59.36,91.5,38.52,216.97,216.65,100.29,672.31,202.08,51.84,249.01,47.46,113.29,59.71,80.06,131.21,141.28,38.54,88.64,310.6,132.94,77.75,71.71,172.26,211.03,153.1,567.04,149.66,39.4,280.72,240.01,108.56,165.85,89.4,1405.74,135.43,209.57,122.16,59.31,442.17,138.19,166.02,92.77,39.33,105.02,134.69,208.95,45.57,91.49,93.65,311.32,88.71,192.17,69.46,160.81,128.69,132.56,40.91,71.63,44.28,92.11,214.01,38.15,37.58,418.01,97.26
2022-03-31,174.61,308.31,3259.95,1077.6,2781.35,2792.99,352.91,509.97,177.23,272.86,222.36,152.8,136.32,82.59,221.77,299.33,162.83,357.38,162.11,51.77,41.22,62.0,575.85,167.38,629.68,286.37,148.92,590.65,50.94,55.76,137.16,82.05,118.36,46.82,337.23,455.62,49.56,247.28,48.46,293.33,73.03,212.32,183.48,134.56,93.94,273.21,99.07,152.82,84.71,110.95,109.34,241.82,17.84,214.46,101.21,202.19,410.18,194.58,100.0,161.48,130.02,82.73,491.22,251.22,480.84,222.82,212.22,415.46,87.4,187.0,441.4,84.31,330.1,53.4,52.25,115.65,131.8,91.5,764.17,191.5,556.89,227.54,374.59,2348.45,62.78,90.97,301.68,213.9,111.66,170.42,267.35,188.59,148.88,184.6,239.61,165.18,72.51,237.86,59.45,126.94,77.89,37.45,128.35,60.58,184.45,117.72,266.0,698.42,325.63,260.97,53.15,84.97,56.7,75.83,119.23,741.62,158.5,447.22,132.12,537.61,209.4,113.99,44.29,285.22,545.52,49.74,100.42,390.28,80.11,272.32,79.45,241.18,16.91,249.62,222.63,41.31,101.4,151.76,435.17,98.05,131.29,622.51,43.74,168.12,249.91,85.5,337.41,250.62,90.26,250.03,63.72,231.39,99.77,62.77,35.68,71.71,135.6,175.75,366.06,84.19,70.28,248.47,56.74,306.13,172.26,472.23,47.63,684.96,349.4,123.16,24.92,81.65,185.08,2044.58,65.57,118.17,148.65,67.72,176.56,89.67,231.21,333.27,511.6,33.41,141.8,101.54,136.47,57.48,182.73,151.74,69.3,1582.03,57.37,96.14,214.35,365.23,227.08,64.39,131.56,164.46,341.74,75.35,547.06,72.17,36.3,239.46,344.1,59.13,230.32,86.39,136.84,38.69,160.15,70.0,242.2,138.51,18.91,77.54,132.33,174.6,502.88,90.46,75.14,126.51,283.76,45.87,425.39,118.53,229.13,248.37,152.7,73.58,94.68,293.83,57.26,89.92,37.87,214.63,216.63,99.81,651.54,201.25,49.63,242.51,44.77,110.19,59.4,79.9,131.33,138.65,37.9,88.19,300.36,131.07,76.95,70.63,169.5,210.6,151.19,559.45,151.47,39.39,280.03,236.22,107.04,165.53,88.07,1373.19,133.18,205.11,119.71,58.47,436.0,138.98,162.1,91.52,39.57,102.82,132.5,205.6,45.8,90.0,93.56,298.68,89.63,195.67,70.1,157.97,127.9,132.21,40.18,69.25,43.04,87.12,212.46,37.9,36.91,410.71,99.8
2022-04-01,174.31,309.42,3271.2,1084.59,2803.01,2814.0,351.88,512.59,178.19,267.12,224.85,155.09,135.31,83.12,226.36,301.89,164.22,363.97,162.68,51.57,40.9,62.87,575.57,169.76,626.98,292.67,151.01,592.34,52.12,55.66,137.0,83.52,118.58,47.7,340.64,458.19,48.11,249.25,48.71,291.69,73.82,212.25,182.08,133.52,96.78,259.96,100.17,146.99,85.71,112.52,108.19,243.12,18.1,206.64,101.09,202.4,407.88,196.03,100.58,165.8,130.15,82.01,499.33,256.95,483.93,219.77,210.54,416.8,86.99,187.17,445.98,83.54,330.22,52.33,52.71,116.67,127.41,92.49,769.76,190.76,548.69,233.5,373.47,2367.83,63.53,91.49,305.54,216.55,112.82,171.68,269.05,191.11,149.69,189.04,246.25,165.36,74.12,239.82,59.67,128.13,76.18,35.51,130.76,60.89,181.14,123.07,262.5,694.83,328.83,266.15,52.9,86.33,55.33,76.42,120.33,763.0,159.81,454.79,132.7,525.45,210.15,115.19,44.99,265.84,561.68,50.96,103.37,396.51,80.82,274.41,82.78,242.51,16.65,255.21,226.3,41.69,102.99,151.81,441.41,98.42,130.89,611.11,42.96,170.34,248.99,84.81,340.33,250.75,91.17,253.15,64.18,221.25,101.51,63.79,35.98,71.07,133.62,173.68,360.27,85.51,70.5,253.17,58.11,307.0,176.59,476.95,47.66,667.43,363.9,125.03,25.02,82.41,182.02,1974.51,66.49,118.4,149.26,68.85,180.37,90.01,240.31,334.98,531.57,33.83,145.9,101.27,138.87,58.29,185.25,150.71,70.9,1594.04,57.48,97.82,213.04,367.44,227.85,64.84,133.0,165.63,339.01,75.57,553.44,72.75,35.6,237.93,350.6,60.35,233.71,85.96,139.78,39.31,159.43,71.06,238.14,139.54,19.22,78.58,133.97,176.4,516.0,90.61,73.97,125.23,282.2,46.04,423.88,118.82,234.81,254.44,154.85,74.75,96.11,305.75,57.71,92.16,38.58,214.12,218.77,101.13,667.04,205.97,49.45,246.44,43.86,110.12,59.67,82.15,134.33,142.09,38.02,89.84,297.41,134.01,76.28,71.43,164.66,210.65,152.86,547.75,153.5,39.93,284.48,237.46,108.99,168.84,85.22,1371.63,134.38,201.03,119.07,59.78,446.41,139.48,161.93,91.73,39.31,103.34,133.25,209.57,45.91,89.22,93.49,278.5,91.04,198.2,71.04,158.4,127.73,134.94,41.04,72.33,41.8,85.81,216.76,38.24,36.36,417.03,101.92
2022-04-04,178.44,314.97,3366.93,1145.45,2859.43,2872.85,345.43,510.02,176.47,273.6,233.89,154.08,135.91,83.16,227.74,305.58,164.37,366.91,161.89,50.94,40.83,62.54,575.13,169.32,634.85,291.42,151.04,590.14,52.46,55.87,138.58,83.49,118.88,48.11,344.47,468.81,49.2,246.83,48.46,289.25,73.79,218.85,182.71,134.34,96.28,257.74,99.3,153.81,85.62,110.88,110.53,244.87,18.25,205.21,100.0,204.12,414.3,196.07,100.55,163.78,130.27,84.07,489.34,257.83,505.65,220.81,214.41,417.45,87.28,187.66,444.01,82.3,328.21,52.8,52.72,121.86,129.44,92.02,782.23,191.18,574.82,235.18,391.5,2374.97,63.04,88.09,302.25,213.57,111.79,171.1,265.12,188.74,149.53,189.09,242.26,164.5,73.12,234.59,60.67,130.57,77.67,35.61,132.59,62.07,182.81,120.28,258.31,698.41,326.73,268.64,52.66,85.35,55.27,76.59,120.83,764.46,159.39,452.29,130.62,535.55,208.95,114.1,44.16,266.9,562.0,50.9,103.26,394.1,80.73,278.62,81.25,239.23,16.66,259.04,226.27,41.55,103.18,150.92,437.69,98.3,131.67,628.1,43.18,166.76,252.65,85.07,342.38,245.59,90.43,252.75,64.01,217.99,100.65,62.54,36.51,72.96,145.19,174.65,367.05,84.18,69.64,252.64,57.79,305.76,172.54,481.26,47.34,686.85,365.55,125.02,25.8,82.88,182.61,2016.38,66.64,116.38,149.52,68.49,180.07,90.02,238.5,340.15,522.2,33.73,146.55,100.74,139.31,58.67,181.82,152.34,70.57,1610.75,57.44,97.67,218.77,384.18,229.03,63.61,134.53,167.11,346.69,75.99,548.08,72.7,36.64,243.0,355.08,60.85,229.71,86.67,140.5,49.97,156.77,70.29,239.89,137.09,19.3,75.47,134.81,173.92,519.51,93.17,74.38,128.02,284.14,45.25,429.22,117.7,241.23,251.01,153.95,74.88,95.45,317.18,56.73,91.05,38.77,217.01,216.52,100.49,669.39,203.1,49.51,245.71,43.4,110.82,60.15,82.6,130.84,141.44,38.78,89.12,297.53,133.37,76.64,71.17,165.57,211.64,155.76,546.9,156.56,39.89,281.17,238.31,109.71,166.25,84.51,1357.43,134.0,202.29,118.73,59.94,445.39,142.75,161.32,92.25,39.4,102.52,132.14,206.19,45.93,89.84,93.29,277.71,89.85,197.29,70.8,159.59,125.86,133.63,40.36,75.22,41.67,85.84,216.02,38.36,36.59,409.03,101.35
